"Geneid","Length","SRR21623193","SRR21623194","SRR21623195","SRR21623196","SRR21623197","SRR21623198"
"LPAR3",3733,66,60,54,2,6,10
"LOC105614783",328,0,0,0,0,0,0
"LOC105612208",896,0,0,0,0,0,0
"LOC105614777",530,22,29,15,4,2,14
"SSX2IP",2913,1264,938,1024,720,899,825
"CTBS",3142,13,14,22,31,51,30
"SPATA1",1820,37,24,32,35,43,54
"GNG5",548,5255,3820,4544,3107,3790,3696
"RPF1",1463,4560,3160,3873,3121,3996,3786
"LOC101111246",1245,2,1,11,18,10,8
"DNASE2B",1927,2,2,0,6,3,14
"LOC101109838",2242,7,12,12,20,15,45
"SAMD13",4863,223,161,224,74,74,117
"PRKACB",11708,8141,5948,7196,6440,7290,6950
"TTLL7",8699,6676,5187,6600,4245,5296,4820
"LOC105608835",6517,14,26,60,42,24,26
"ADGRL2",10845,4246,3243,3983,2259,2878,2669
"ADGRL4",5032,2,0,1,32,30,49
"IFI44",5102,1304,364,780,9528,12115,10166
"IFI44L",2736,1719,604,1122,10516,11631,10974
"LOC101110201",938,18,20,17,16,7,20
"LOC101103103",1441,8,7,3,4,6,16
"LOC105613526",3200,91,89,74,92,70,64
"PTGFR",5323,3596,3013,3986,1848,2308,1976
"LOC105613525",4059,12,4,10,12,20,10
"LOC105614730",1299,0,0,0,14,18,12
"LOC105614001",4060,8,2,2,38,54,40
"LOC105605473",4365,33,10,20,126,96,80
"LOC105614725",1021,3,8,0,23,46,32
"LOC105614727",1692,26,22,52,79,128,84
"GIPC2",5032,477,315,388,908,999,940
"LOC105610622",3972,24,54,28,275,301,335
"DNAJB4",6983,8672,5883,6985,12903,14777,14683
"FUBP1",7102,5602,4866,6146,6478,7230,7471
"NEXN",3329,7503,5716,6685,4724,5542,5530
"FAM73A",5376,6031,4774,5247,5596,6489,6041
"LOC101122479",7116,3744,2836,3458,2150,2626,2360
"LOC106990798",598,31,17,24,13,16,15
"ZZZ3",4645,4537,3732,4323,4125,5103,4617
"AK5",3153,560,384,509,604,691,650
"PIGK",1587,1835,1473,1763,1733,1958,1960
"ST6GALNAC5",5302,8,4,16,38,6,21
"LOC105610625",4881,2,8,6,11,6,8
"LOC106990845",7352,157,172,128,25,40,72
"ST6GALNAC3",3119,116,134,144,92,113,87
"ASB17",1974,11,20,26,34,41,41
"MSH4",5299,423,322,368,407,410,453
"RABGGTB",1935,2701,1949,2494,2484,2705,2704
"LOC105611835",4916,0,0,0,4,2,6
"SLC44A5",4209,30,28,6,21,36,26
"LHX8",1829,74,89,71,62,76,43
"TYW3",1119,140,144,105,109,103,113
"CRYZ",1915,2788,1926,2627,2038,2518,2181
"ERICH3",9616,1,0,0,2,6,0
"LOC101120030",10428,78,82,86,112,84,84
"FPGT",3802,1300,846,1160,542,542,544
"LOC105605157",1514,5,10,6,0,19,10
"LRRIQ3",3440,419,315,300,225,337,385
"LOC101106051",943,0,0,0,0,4,0
"LOC106990813",3834,366,450,327,662,693,804
"LOC105609899",4386,395,493,458,882,905,819
"NEGR1",9624,4295,3328,3918,3256,3909,3541
"LOC105609898",3383,22,36,18,58,52,63
"ZRANB2",2979,6925,4897,6120,4756,5786,5080
"LOC105609897",1798,87,108,88,225,247,253
"PTGER3",2072,36,11,17,24,34,47
"LOC105609894",823,0,4,0,0,0,10
"LOC101105299",692,0,1,2,7,2,4
"LOC101105046",1214,4,12,14,28,13,16
"CTH",1920,3080,2114,2354,2491,2988,2978
"HHLA3",1178,22,9,20,16,8,10
"ANKRD13C",4029,4312,3382,3851,2609,3024,2961
"SRSF11",2609,7202,5690,7138,5500,6853,6204
"LRRC40",3593,4092,3021,3726,2459,2985,2824
"LRRC7",6869,43,46,50,36,58,46
"DEPDC1",6321,4537,4070,4964,3098,3997,3642
"RPE65",4034,2,14,16,54,53,52
"LOC105614215",2696,70,65,52,40,64,110
"WLS",7572,11813,8564,11302,7929,10486,9782
"DIRAS3",1714,34,22,28,73,113,80
"LOC101115838",4873,23018,16819,19099,15502,18936,17930
"GADD45A",1216,965,852,996,921,1604,1141
"SERBP1",3418,21822,14747,18051,17725,20733,19798
"IL12RB2",13917,157,210,178,447,528,626
"IL23R",3220,0,12,0,4,4,6
"C1H1orf141",4949,46,28,41,26,42,14
"SLC35D1",6148,4143,3454,3892,1849,2252,1980
"MIER1",7533,5903,4654,5350,5842,6627,6532
"WDR78",4700,255,201,220,298,364,349
"INSL5",744,0,0,0,0,0,0
"TCTEX1D1",6706,0,6,6,4,8,10
"LOC101112774",957,14,4,13,8,26,12
"SGIP1",6338,10,17,28,24,25,34
"LOC105612213",2381,0,0,2,0,6,6
"LOC105612212",484,4,4,2,0,5,1
"PDE4B",16593,1004,743,942,1283,1657,1586
"LEPR",2741,0,8,6,0,2,4
"LEPROT",2586,9904,6996,8749,6190,7580,6792
"DNAJC6",11958,860,526,675,384,523,600
"LOC101110979",2125,18,26,22,10,8,4
"AK4",6966,3516,2854,3212,2462,3112,2952
"LOC101102528",1791,7,4,8,0,2,2
"JAK1",5020,11910,9284,11477,8844,11942,10413
"LOC105611718",1091,23,20,35,16,12,26
"RAVER2",4291,3320,2288,2672,1604,1750,1676
"LOC105611720",2833,24,38,21,10,26,8
"CACHD1",5382,833,696,856,514,631,618
"UBE2U",1568,128,91,72,54,78,58
"LOC105613099",5296,26,50,18,15,4,10
"ROR1",12637,214,222,225,170,154,138
"PGM1",3561,6707,5191,6174,4287,5621,5359
"LOC105612920",4358,174,124,139,280,294,366
"EFCAB7",3507,686,485,581,419,583,416
"ITGB3BP",7012,1899,1695,1972,1294,1678,1335
"ALG6",3837,2442,1963,2245,1271,1557,1555
"FOXD3",2064,0,0,0,0,0,0
"LOC105611362",1192,0,0,0,0,0,0
"LOC106990820",557,0,0,0,0,0,0
"LOC106990797",1636,0,0,0,0,0,0
"ATG4C",4631,2431,1758,2033,1861,1969,2035
"LOC105611364",2254,107,190,116,116,146,147
"ANGPTL3",3072,272,520,481,396,364,396
"DOCK7",7085,22197,18285,21391,15062,18769,16952
"USP1",4917,4864,4299,5327,3606,4842,4433
"KANK4",5612,8,2,0,2,2,0
"LOC101106724",1104,8,35,35,40,40,82
"LOC101106471",1727,5021,3446,4979,3425,4671,3768
"LOC105612579",2427,34,33,42,26,20,18
"INADL",7692,5519,3910,4942,3244,3992,3680
"TM2D1",1540,1372,1036,1224,811,954,1029
"LOC105612172",4116,24,10,30,18,46,32
"LOC101122828",270,0,6,0,2,2,0
"LOC105612169",3633,82,46,63,55,42,56
"LOC105605156",5004,162,268,255,64,76,62
"LOC106990844",432,6,15,22,4,16,0
"NFIA",9413,14123,12037,13668,7617,9757,9196
"LOC105612168",410,6,2,10,6,10,4
"LOC105612432",2000,2,0,2,6,4,0
"LOC105612174",1206,4,6,0,0,2,1
"LOC106990409",3343,2,0,4,0,0,0
"LOC101122567",1318,61,41,67,32,82,52
"LOC101122071",723,0,0,2,0,0,0
"C1H1orf87",2069,0,0,0,0,7,0
"CYP2J",2045,16,28,20,18,33,7
"LOC101104943",2045,7,4,5,6,19,6
"LOC101121820",2722,67,31,68,246,333,284
"LOC101121563",5075,301,138,215,846,1008,844
"HOOK1",5528,138,123,155,384,292,344
"LOC101104439",1239,108,30,74,46,27,43
"FGGY",9579,149,146,280,99,131,136
"LOC105608331",6826,37,82,64,36,26,45
"LOC105608333",4338,2,8,6,6,18,2
"LOC105608334",1244,6,0,6,8,8,1
"LOC106990843",3807,40,19,18,22,26,30
"JUN",2578,2509,1579,2691,1553,2224,2269
"MYSM1",7362,4124,3222,4301,3407,4533,3945
"TACSTD2",2011,68,38,66,333,442,478
"OMA1",2362,751,650,711,465,466,485
"LOC106990796",549,0,0,2,0,0,0
"LOC105608335",3960,12,14,2,2,0,4
"DAB1",13870,341,285,348,273,298,247
"LOC105608337",567,0,8,2,0,0,0
"C8B",2538,40,12,4,10,12,10
"C8A",2496,0,0,0,2,0,0
"C1H1orf168",2967,24,21,8,21,20,19
"PRKAA2",1704,144,122,111,86,119,110
"LOC105608340",4436,120,70,66,40,70,50
"PLPP3",2817,1636,1226,1282,1009,1096,1059
"LOC105608342",362,0,4,0,2,0,4
"LOC101120541",617,0,0,0,0,0,0
"LOC101120040",2824,0,8,0,0,0,0
"LOC105609603",3733,0,2,2,0,4,0
"USP24",8925,15190,11612,14550,10178,13649,11809
"BSND",6543,0,2,0,2,2,6
"TMEM61",1000,0,0,0,0,0,0
"DHCR24",1733,6882,4252,6196,1835,2652,2622
"LEXM",5546,126,136,141,21,49,52
"TTC22",3431,4,2,10,4,4,6
"PARS2",5244,1228,889,1281,493,590,478
"TTC4",2318,4554,3382,4198,2865,3552,3146
"MROH7",4608,40,18,19,2,6,2
"LOC101118751",1666,20,14,10,5,6,5
"FAM151A",2365,46,48,42,22,28,26
"ACOT11",2575,253,118,177,9,30,58
"SSBP3",2784,2506,1940,2305,1158,1521,1381
"MRPL37",1376,2700,2130,2762,1514,1986,1582
"LOC101121639",8405,717,668,800,254,356,330
"CDCP2",1760,0,0,2,2,0,0
"TCEANC2",1828,353,223,295,294,324,367
"TMEM59",1662,13179,9305,11285,7325,8936,7841
"LDLRAD1",3776,25,10,26,19,14,16
"LRRC42",1602,2120,1453,1844,920,1037,990
"HSPB11",1522,357,301,394,310,309,364
"DIO1",2529,28,29,24,26,12,23
"LOC105609609",1375,78,59,66,26,34,32
"YIPF1",3565,1282,983,1227,573,777,719
"NDC1",4911,5980,5007,6071,3714,4473,4512
"GLIS1",5279,0,6,0,0,6,0
"DMRTB1",2187,1,0,0,0,2,0
"LOC101119086",1709,0,0,0,0,0,2
"LRP8",7682,3523,2323,3240,1468,2094,1873
"MAGOH",715,389,222,374,337,437,464
"C1H1orf123",654,931,521,706,467,589,500
"CPT2",2719,2179,1895,2027,1134,1372,1283
"SLC1A7",3819,146,100,120,34,34,62
"PODN",3033,0,0,0,0,0,10
"LOC105609613",3970,897,606,750,496,520,468
"SCP2",3331,4801,3182,3864,3103,3747,3255
"LOC101116196",1926,31,5,26,13,32,38
"LOC101117028",2178,530,308,342,247,354,326
"LOC105609512",1276,198,165,223,194,206,179
"LOC101116777",1380,1744,1474,1574,955,1080,893
"ZYG11A",4268,73,50,66,42,89,56
"ZYG11B",13628,14350,10725,12349,8184,10238,8688
"LOC101116001",1280,128,90,118,55,72,50
"FAM159A",684,0,0,2,0,0,0
"LOC105609510",2846,0,0,0,0,0,0
"GPX7",1156,432,267,384,237,240,292
"ZCCHC11",10446,1185,1019,1179,768,966,962
"PRPF38A",4711,2709,1989,2382,2695,3311,3351
"ORC1",2967,874,713,974,317,406,380
"LOC105609509",551,94,58,82,25,38,40
"CC2D1B",5144,3973,2594,3375,1222,1700,1698
"ZFYVE9",6388,4718,3702,4474,2376,2935,2875
"LOC106990795",842,12,35,42,60,54,51
"LOC105609508",3687,201,234,254,160,214,158
"LOC105609513",1216,843,567,780,539,603,540
"BTF3L4",1203,1876,1375,1760,1376,1606,1522
"KTI12",2208,820,665,669,432,536,480
"TXNDC12",1541,3887,2583,3496,3050,3755,3494
"RAB3B",2661,304,148,248,176,330,321
"LOC106990841",3856,42,37,39,50,35,38
"LOC105609506",2182,46,88,56,53,38,54
"LOC105609507",1573,149,112,178,134,212,147
"NRDC",4226,10137,7399,9498,7200,9343,8732
"LOC106990839",3015,64,40,77,34,44,39
"OSBPL9",4966,11703,8825,11089,7955,9860,8955
"LOC105609515",8259,6,14,6,12,8,18
"LOC106990840",1270,94,73,82,71,62,101
"EPS15",5425,12313,9604,11248,8364,10608,9943
"TTC39A",2653,431,360,351,515,558,674
"RNF11",2651,26868,19666,24093,18305,22737,21815
"LOC105605441",2388,4,0,8,0,0,2
"C1H1orf185",2364,56,34,56,43,31,27
"CDKN2C",2515,5793,4551,5862,2675,3279,3530
"FAF1",4071,8516,6535,8138,6228,8156,7397
"DMRTA2",4071,12,10,4,20,8,4
"ELAVL4",4731,4,0,0,6,2,10
"LOC105605154",1704,139,100,131,38,62,82
"LOC105609526",703,551,511,580,248,251,272
"LOC105609531",3194,8,0,2,0,4,4
"BEND5",16166,252,214,212,340,386,436
"AGBL4",5594,10,12,6,6,4,18
"SPATA6",4914,3301,2846,3302,1971,2455,2387
"SLC5A9",2860,26,12,18,24,10,4
"LOC101114922",1034,0,4,0,0,0,1
"LOC101114665",1762,2,0,10,0,3,7
"LOC105609396",2883,118,361,267,48,70,74
"TRABD2B",2134,271,188,260,101,145,163
"LOC105609346",1566,0,8,1,0,2,0
"FOXD2",2143,22,14,26,2,10,2
"FOXE3",11712,102,78,98,40,65,76
"CMPK1",1752,4154,3093,3796,3020,3673,3382
"STIL",5394,2398,2177,2862,1349,1924,1618
"TAL1",4084,148,92,109,28,84,60
"PDZK1IP1",713,6,8,4,6,4,14
"LOC101106121",2134,0,2,0,6,0,0
"LOC101113645",1827,0,0,0,0,0,0
"LOC105609133",1575,124,81,132,59,91,66
"LOC101105863",1754,4,2,0,0,0,0
"LOC101113120",3389,0,0,0,0,0,0
"LOC101105610",3439,0,0,2,0,0,0
"LOC101105368",1644,0,0,0,0,0,0
"LOC105614345",2644,0,0,0,0,0,4
"LOC101105114",2065,0,0,2,0,0,2
"LOC105609067",4036,0,0,0,0,2,0
"EFCAB14",5718,6503,4975,5920,4125,5437,4958
"TEX38",3485,58,60,53,78,63,137
"ATPAF1",3259,2196,2087,2320,1036,1290,1175
"MOB3C",2829,333,254,372,248,418,363
"MKNK1",3005,891,649,907,573,688,681
"KNCN",306,0,1,0,1,0,10
"DMBX1",4609,4,0,16,0,0,0
"LOC101103602",5375,16,12,15,7,14,15
"LOC101103356",5505,370,289,394,191,274,176
"NSUN4",5333,1836,1208,1398,768,887,739
"LOC101102851",1823,448,315,378,329,380,464
"UQCRH",525,4053,2611,3748,3035,3581,2988
"LRRC41",2738,6613,4552,6288,3604,4712,4159
"RAD54L",7946,1174,1180,1296,385,423,436
"LURAP1",5877,1659,1294,1698,650,938,663
"POMGNT1",2739,2667,2019,2855,1436,2084,1823
"TSPAN1",1350,53,24,34,22,48,26
"PIK3R3",8107,3470,2849,3254,1565,2302,2019
"MAST2",9847,13378,9600,12092,7267,9677,9247
"IPP",4302,2730,2052,2231,1197,1561,1360
"TMEM69",1250,1361,900,1172,406,536,551
"GPBP1L1",4067,9711,6855,7510,5501,6945,6784
"CCDC17",2722,569,330,488,259,319,292
"NASP",3510,2070,1449,2056,1160,1513,1224
"AKR1A1",1476,3247,2149,3064,1718,2104,1860
"LOC105608901",569,8,7,11,7,10,9
"PRDX1",1123,61868,46666,56702,36891,45352,41916
"MMACHC",1407,627,507,518,296,402,264
"LOC101111334",1490,231,250,232,202,338,304
"TESK2",3696,481,369,461,307,460,473
"TOE1",2227,1141,868,1092,352,458,354
"MUTYH",1989,286,242,298,92,126,106
"HPDL",2200,34,24,24,46,19,31
"LOC105608026",3339,16,29,30,42,37,36
"LOC105605152",902,11,21,25,22,30,29
"LOC105607995",1884,149,158,144,106,128,117
"ZSWIM5",4959,285,243,332,238,265,238
"UROD",1320,2429,1625,2254,1128,1620,1330
"HECTD3",3758,1491,961,1279,455,647,551
"LOC105607932",2685,30,26,24,12,45,30
"EIF2B3",2794,639,504,784,533,634,635
"PTCH2",4048,14,38,32,32,57,47
"BTBD19",1863,241,175,242,367,389,387
"TCTEX1D4",896,34,26,44,106,128,127
"PLK3",2253,1372,1068,1368,2172,3161,2762
"BEST4",2529,323,219,228,244,300,264
"RPS8",688,23610,14757,23322,15623,21093,17382
"KIF2C",5421,3829,3101,4157,1725,2077,1924
"LOC106990837",790,56,44,34,41,44,24
"LOC105607731",2978,2,4,0,2,2,0
"C1H1orf228",4120,20,60,42,20,43,18
"TMEM53",1840,195,108,216,68,72,84
"LOC105607754",1813,433,330,468,274,306,286
"LOC105605149",1153,313,211,227,90,157,101
"LOC105607771",638,1,0,0,0,0,0
"RNF220",4980,1468,1362,1482,950,1240,1202
"ERI3",8193,3199,2466,3113,1665,2031,1774
"DMAP1",1578,615,380,618,178,248,219
"LOC101108978",634,0,0,6,0,0,4
"LOC101115325",412,8,6,0,2,6,2
"KLF17",2418,8,0,0,6,0,0
"LOC105607547",1085,0,0,2,0,8,0
"LOC105605409",552,0,0,0,0,1,0
"SLC6A9",2517,1014,665,907,500,598,619
"CCDC24",1478,190,94,187,154,210,191
"B4GALT2",3071,2867,2311,3059,1327,1752,1822
"ATP6V0B",1006,6631,3906,5596,3425,4523,4367
"DPH2",3411,743,557,702,367,423,500
"IPO13",3571,5784,4180,5843,2385,2742,2892
"LOC106990836",5246,188,182,287,241,328,386
"ARTN",1186,28,14,6,35,39,22
"ST3GAL3",9014,2221,1611,1992,1206,1476,1497
"KDM4A",6530,6979,5092,6640,3103,4186,3841
"PTPRF",7523,7632,5483,7458,3536,4949,4814
"HYI",2094,179,97,195,84,133,106
"LOC101107405",9121,2507,1881,2644,696,947,1032
"LOC105605404",1298,680,421,552,115,207,214
"MED8",3098,728,393,689,339,456,429
"LOC106990835",6194,157,90,136,192,295,295
"ELOVL1",2422,4672,3032,3964,1989,2453,2355
"CDC20",1687,2430,2189,2876,1111,1434,1235
"MPL",2954,2,0,0,14,12,6
"LOC105607154",1800,134,132,142,152,189,169
"TIE1",3438,123,32,60,23,20,18
"LOC101109657",6058,205,149,132,62,62,94
"C1H1orf210",2430,128,137,149,58,80,98
"TMEM125",2915,16,6,10,2,2,6
"CFAP57",5284,14,4,22,18,16,14
"EBNA1BP2",1057,398,356,483,418,508,386
"FAM183A",803,0,4,2,7,11,3
"LOC101108434",1076,0,0,0,0,0,0
"LOC101105621",945,0,0,0,0,0,2
"LOC101108173",939,0,0,0,0,0,0
"LOC101105378",948,0,0,0,0,0,0
"LOC101105126",909,0,2,0,0,0,0
"LOC101107910",936,0,0,0,0,0,3
"LOC101107645",939,0,0,0,0,0,0
"LOC101104878",978,0,0,0,0,0,0
"LOC101104625",951,0,0,0,0,0,0
"LOC101104364",933,0,0,0,0,0,0
"LOC101104115",675,0,0,0,0,0,0
"LOC101103863",1652,146,85,114,128,93,114
"LOC101103614",2026,0,0,0,0,0,0
"SLC2A1",2491,2240,1509,1864,1611,1966,1945
"LOC105605390",351,122,90,80,123,175,139
"ZNF691",2954,866,605,944,256,343,338
"LOC101102862",2491,14,4,0,14,34,14
"ERMAP",2653,11,12,14,21,28,9
"SVBP",792,1144,797,1100,622,854,840
"LOC101102610",11403,937,823,973,788,888,908
"C1H1orf50",1339,770,650,858,302,438,368
"P3H1",2488,3095,2189,3111,1710,2778,2230
"CLDN19",2278,16,10,22,2,28,12
"YBX1",1669,2375,1744,2571,1984,3022,2485
"PPIH",1138,688,565,733,489,635,629
"LOC101102114",4439,92,102,84,142,139,94
"LOC106990833",1007,48,48,48,48,59,52
"LOC106990834",193,28,4,9,18,12,16
"PPCS",639,339,179,260,112,153,109
"ZMYND12",1670,41,52,58,27,18,34
"RIMKLA",4230,640,372,594,302,475,413
"FOXJ3",7095,10861,7744,9111,10692,12264,12113
"GUCA2A",341,8,0,0,10,8,0
"GUCA2B",601,0,0,4,0,0,0
"LOC101104188",1227,57,44,70,32,102,86
"LOC105606282",2847,16,6,8,12,10,10
"HIVEP3",29864,1104,934,1195,1153,1588,1578
"EDN2",864,0,0,0,2,4,2
"FOXO6",2366,14,14,24,4,2,8
"LOC105606247",1259,44,8,62,14,23,20
"SCMH1",8319,1534,1099,1399,836,1052,1122
"SLFNL1",6050,148,162,181,87,150,82
"CTPS1",5583,8458,6886,8150,3889,4834,4675
"CITED4",2396,166,122,172,96,120,128
"KCNQ4",2610,12,0,14,8,6,2
"MIR30C",105,1,4,7,0,2,0
"NFYC",17642,2186,2144,2500,1417,1619,1423
"LOC105605528",2868,402,398,424,275,337,250
"RIMS3",1474,83,41,92,12,30,43
"LOC101102188",3027,4,8,18,6,10,0
"ZNF684",2445,105,84,87,16,42,48
"LOC105605297",3159,66,25,28,18,26,18
"EXO5",2236,1217,891,1053,266,328,290
"ZFP69",4938,654,703,650,223,223,227
"LOC101122989",621,3,6,0,0,2,0
"ZFP69B",2463,38,20,13,4,6,6
"SMAP2",2969,1882,1330,1679,1109,1653,1661
"COL9A2",3113,121,69,136,67,114,92
"LOC105604745",767,32,42,50,50,36,30
"LOC105604771",4808,146,195,227,172,109,170
"ZMPSTE24",3687,7059,5284,5916,6049,6906,6640
"LOC101121982",670,10,3,6,0,0,4
"TMCO2",3886,118,86,70,90,114,135
"RLF",7017,4060,2978,4028,3861,4304,4407
"LOC105604595",966,0,3,4,12,0,1
"PPT1",2264,9872,7017,8939,6200,7570,7162
"CAP1",2709,23322,17065,22233,16241,21463,19094
"MFSD2A",2783,403,421,534,606,780,763
"MYCL",4306,42,46,38,6,24,10
"TRIT1",2048,2013,1581,1941,1488,1781,1590
"LOC105605147",5456,7,7,1,12,19,22
"BMP8B",1736,44,10,16,23,20,33
"PPIE",3559,1597,1186,1555,939,1137,1110
"HPCAL4",4622,204,184,220,132,176,164
"NT5C1A",4097,30,10,31,0,4,12
"HEYL",3653,44,20,22,8,2,12
"PABPC4",2844,11075,7458,10268,6706,9001,8427
"LOC105604051",2811,1,4,3,2,4,4
"BMP8A",1284,2,0,4,2,5,5
"KIAA0754",6092,6710,4973,6662,3278,4726,3928
"LOC105604031",5684,609,668,666,400,416,492
"MACF1",23736,52516,41640,52609,28720,37934,33831
"NDUFS5",598,2551,2002,2517,1777,2250,2112
"AKIRIN1",847,3265,2572,3185,2372,2756,2501
"LOC101119605",575,0,0,0,0,0,0
"LOC105605139",2192,44,72,46,39,34,49
"RHBDL2",1576,1806,1096,1539,1290,1405,1209
"GJA9",1947,212,172,166,283,366,370
"MYCBP",2660,4172,3017,3455,2612,3143,3085
"LOC105603815",1223,4,1,0,0,0,0
"POU3F1",2502,0,2,0,0,0,0
"LOC105603749",655,69,56,46,25,48,58
"UTP11L",1518,1082,652,875,697,893,811
"FHL3",1707,2042,1363,1838,666,816,966
"SF3A3",2232,3068,2643,3163,2334,3235,2726
"INPP5B",3803,1649,1156,1455,675,1065,1018
"MTF1",2735,1052,739,984,883,1192,1208
"C1H1orf122",668,194,114,122,110,111,90
"YRDC",1610,2166,1610,1982,2178,3008,2626
"MANEAL",3673,147,107,178,245,242,230
"EPHA10",5854,68,42,64,38,31,56
"CDCA8",2285,2302,1950,2477,1392,2028,1937
"C1H1orf109",2201,952,740,947,1165,1649,1389
"RSPO1",3234,4,6,8,15,18,20
"GNL2",2344,2021,1566,1877,1373,1716,1505
"DNALI1",920,83,49,64,56,92,71
"SNIP1",2487,1248,1122,1336,1095,1262,1160
"MEAF6",3050,605,429,508,383,458,538
"ZC3H12A",2703,431,318,405,582,971,1015
"LOC105603244",1216,20,19,23,20,10,12
"GRIK3",2945,0,2,0,0,2,2
"LOC105603155",1527,3,0,0,0,0,0
"CSF3R",3775,20,0,0,0,0,4
"MRPS15",902,363,204,335,224,318,266
"OSCP1",3972,534,343,485,232,299,277
"LSM10",1255,304,176,208,166,235,175
"STK40",3505,656,336,483,829,1093,1060
"LOC105603009",3342,70,66,58,164,148,110
"EVA1B",764,68,44,116,36,54,34
"SH3D21",2208,64,34,63,79,82,75
"THRAP3",7577,10388,8027,9716,6478,9006,8114
"MAP7D1",3259,5476,3556,4898,2514,3345,2939
"TRAPPC3",1559,1378,903,1186,819,973,827
"LOC105602841",141,3,6,2,0,0,0
"COL8A2",3375,102,88,90,20,24,16
"ADPRHL2",1615,681,426,721,280,388,320
"TEKT2",1583,45,51,26,19,10,20
"LOC105602463",2498,283,368,381,326,356,307
"AGO3",16046,7672,7278,7969,7280,8165,8205
"AGO1",8579,10532,7863,9816,4514,5863,5572
"AGO4",12249,1004,731,900,443,630,543
"CLSPN",5596,892,796,946,433,629,506
"C1H1orf216",837,22,37,38,22,30,19
"PSMB2",867,6721,5002,6656,5363,6599,6296
"TFAP2E",8601,114,140,190,112,111,174
"NCDN",3661,1844,1261,1954,1220,1781,1820
"LOC106990784",1189,76,41,64,34,66,121
"KIAA0319L",4484,3921,2703,3444,2079,2829,2815
"LOC101109655",794,386,255,427,409,464,437
"LOC101109400",591,45,59,61,51,56,71
"ZMYM4",18004,6166,4735,5345,3946,4471,4275
"LOC101109132",926,14360,8927,15356,9804,13178,11117
"SFPQ",8563,15475,13692,16194,12637,15448,14955
"LOC106990819",349,56,71,59,22,50,58
"LOC105602104",1814,145,117,125,110,144,159
"ZMYM1",9363,4520,3709,4602,2405,2866,2888
"ZMYM6",4532,2690,2165,2422,1639,2210,1761
"ZMYM6NB",3664,84,85,102,110,71,80
"LOC101114743",930,8,4,4,0,8,3
"LOC101108172",362,689,375,615,436,620,539
"DLGAP3",10736,20,12,14,18,16,8
"SMIM12",658,118,34,102,32,55,34
"GJA4",1489,80,28,46,14,14,9
"GJB3",1695,104,64,104,70,62,56
"GJB4",3023,16,4,22,23,12,8
"GJB5",2604,0,12,6,7,6,16
"LOC105607127",12471,70,60,34,18,68,49
"C1H1orf94",2679,0,0,0,0,0,4
"HMGB4",774,0,0,0,0,0,0
"LOC106990793",915,1,0,2,0,4,2
"LOC106990792",3622,0,0,0,0,0,0
"CSMD2",9839,9,34,12,6,18,12
"ZSCAN20",8971,975,588,825,485,616,578
"EFHD1",1706,126,120,106,132,160,98
"LOC106990791",960,10,14,18,20,13,20
"KCNJ13",1582,31,70,71,70,70,72
"GIGYF2",10398,4064,3101,3610,2768,3413,3328
"NGEF",3297,106,90,117,106,125,108
"NEU2",2668,0,0,6,2,0,0
"INPP5D",4651,412,250,349,253,374,326
"LOC105616475",3013,62,58,60,36,28,38
"LOC105616381",1650,108,111,115,102,140,153
"ATG16L1",1579,869,739,967,499,760,668
"SAG",1525,22,6,3,14,14,19
"DGKD",5109,796,567,833,592,757,629
"USP40",10319,3570,2612,3414,2290,2835,2728
"LOC105616375",1539,52,36,31,20,16,23
"LOC105616317",4886,22,23,2,5,4,10
"LOC105616330",1957,3,5,1,0,4,2
"LOC105610609",1480,2,0,0,0,0,0
"MROH2A",2396,0,0,0,4,0,0
"LOC105616272",1199,31,46,46,37,62,58
"HJURP",3235,3774,3293,3890,1165,1504,1244
"TRPM8",4274,20,12,8,2,4,3
"LOC106990830",4479,8,28,28,10,10,17
"SPP2",848,0,6,0,0,0,0
"ARL4C",564,614,307,451,292,527,481
"LOC105610605",1614,0,0,0,0,0,0
"LOC105616167",410,0,0,0,0,0,0
"SH3BP4",6764,2560,1862,2843,1158,1456,1532
"LOC105610603",825,0,0,0,0,0,0
"LOC101104021",1096,568,310,483,357,490,361
"LOC105616121",2383,27,59,22,10,14,34
"LOC105616078",1257,14,16,8,12,8,22
"LOC105616095",13468,240,242,206,192,250,236
"AGAP1",3048,2271,1627,2297,1747,2285,2062
"GBX2",2134,14,21,18,22,6,19
"ASB18",1730,0,0,0,0,0,0
"IQCA1",7011,124,85,126,85,52,69
"ACKR3",1968,686,532,536,944,940,1072
"LOC105609224",12262,0,4,0,6,4,0
"COPS8",1918,7481,5451,6758,4956,5862,5629
"COL6A3",10672,591,497,742,402,608,577
"PRLH",1533,10,0,6,9,8,5
"RAB17",2655,277,115,328,190,253,190
"LRRFIP1",8002,4313,3591,4035,3742,4884,4220
"RBM44",4435,22,23,3,13,12,10
"LOC105615566",4255,0,0,2,0,6,2
"RAMP1",672,0,0,0,0,0,2
"UBE2F",1424,1720,1362,1806,1176,1550,1650
"LOC105609220",799,168,122,186,236,284,214
"SCLY",2349,531,343,495,489,731,589
"LOC106990828",619,20,18,50,32,37,44
"LOC106990176",939,40,55,49,89,76,86
"LOC101109851",2387,116,45,134,164,282,155
"LOC106990829",1872,374,163,229,292,522,410
"KLHL30",3627,34,32,36,46,34,56
"ILKAP",1236,711,400,630,335,515,435
"LOC106990827",2842,82,31,57,28,50,34
